id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
C2-069,CTVS-2,8.1,66,Controller cancellation remains valid after expiry and does not require settler authorization.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:68; reference/implementations/ctvs2/client/src/recovery.ts:33,reference/implementations/ctvs2/client/test/recovery-delivery.test.ts:17 (port: unsupported economics can be canceled and all surplus property is preserved),retained_test,Cancel branch checks controller only and does not compare deadline.,,"Add actual endpoint and signed after-deadline controller cancellation, beyond the SDK regression."
C2-070,CTVS-2,8.1; 8.2,66; 67,Permissionless expiry requires the entire interval at or after deadline and no controller signer.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:50; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:69,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:151 (expiry_boundary_is_permissionless_at_deadline); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:166 (expiry_straddling_deadline_rejected); reference/testing/integration/ctvs2/lifecycle.test.ts:42 (recovers unsupported economics with controller cancellation and permissionless expiry),retained_test,lower >= deadline is checked and local signed expiry uses a different funding wallet.,,Obtain pinned node-backed slot/POSIX boundary evidence.
C2-071,CTVS-2,8.2,67,Supported validity ranges are finite nonempty lower-inclusive upper-exclusive intervals.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:23; reference/packages/planning/src/context.ts:84,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:209 (expiry_infinite_interval_rejected); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:220 (empty_interval_rejected),retained_test,"Both finite bounds, inclusivity flags and strict lower<upper are required.",,Add lower-open and upper-closed representation negatives and target-ledger slot conversion checks.
C2-072,CTVS-2,8.2,67,"Settlement must fit wholly before the deadline, allowing upper==deadline and rejecting straddling ranges.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:200; reference/implementations/ctvs2/client/src/settlement.ts:54,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:531 (settlement_upper_bound_at_deadline_is_valid); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:519 (batch_rejects_deadline_straddling_interval),retained_test,"Comparison uses interval upper, not wall-clock time.",,Add signed boundary cases at non-slot-aligned deadlines under target network slot configuration.
C2-073,CTVS-2,8.2; 13.1,67; 78,Only one competing cancel/settle transition can survive per accepted history.,acceptance,unverified,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:87; reference/implementations/ctvs2/onchain/validators/vault.ak:19,,external_gate,"Out-reference consumption gives the intended no-double-spend premise, but no retained competing cancellation/settlement transaction race exists.",The paper A-09 race evidence is not satisfied by isolated successful paths.,"Construct both valid candidates against one Request, accept either order, reject the loser, then test rollback/replacement history."
C2-074,CTVS-2,8.3,68,Entry pause blocks deposit settlement only; exit pause blocks redemption settlement only.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:214; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:237; reference/implementations/ctvs2/client/src/settlement.ts:58,docs/reviews/2026-09-18-whitepaper-conformance/probes/c2-semantic-examples.ts:54 (section 8.3 SDK directional pause matrix),executed_probe,All eight direction/pause combinations pass the review SDK probe; source predicates match. Existing retained compiled corpus does not cover the full matrix.,,"Add compiled and signed checks for all direction/pause combinations, including unaffected-direction successes."
C2-075,CTVS-2,8.3,68,Candidate request creation may remain possible while paused and is not admission.,profile0,aligned,reference/implementations/ctvs2/client/src/requests.ts:15; reference/implementations/ctvs2/client/src/requests.ts:41,docs/reviews/2026-09-18-whitepaper-conformance/probes/c2-semantic-examples.ts:54 (section 8.3 SDK directional pause matrix),executed_probe,Creation checks enabled mode but does not inspect pause; the probe confirms all pause values permit creation.,,Add provider pause/likely-execution disclosure in the required read contract; planner alone does not expose it.
C2-076,CTVS-2,8.3,68,"Pause must not disable existing cancellation, expiry refund or funded-claim delivery.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:39; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:69; reference/implementations/ctvs2/client/src/recovery.ts:20; reference/implementations/ctvs2/client/src/delivery.ts:15,,source,These paths have no live State/Config dependency and cannot read pause flags.,,"Add a signed trace that pauses both directions, then cancels, expires and delivers pre-existing objects."
C2-077,CTVS-2,9.1; 9.2; 9.3; 9.4; 9.5,68; 69; 70,"The printed mixed example must preserve exact backing, supply, fees, mint and per-Request Claim allocations.",profile0,aligned,reference/implementations/ctvs2/client/src/batch.ts:74; reference/implementations/ctvs2/client/src/batch.ts:91,docs/reviews/2026-09-18-whitepaper-conformance/probes/c2-semantic-examples.ts:24 (section 9 mixed snapshot example),executed_probe,"Public SDK reproduces A=S=1099500, F=2000, net mint 99500, claims 100000/50000/50000, carried 2 M each, reward 3 M.",,"Retain this as an independently expected fixture and build a full signed version with measured fees/reserves, not the illustrative fixed network fee."
C2-078,CTVS-2,9.6; 9.7; 9.8; 9.9; 9.10,70; 71,"The independent delivery, invalid-economics refund, surplus and zero-net examples must preserve their distinct economic meanings.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:85; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:60; reference/packages/onchain/lib/ctvs/state_core.ak:79,reference/implementations/ctvs2/onchain/validators/lifecycle_test.ak:137 (actual_vault_cancel_dispatch_recovers_unsupported_oversized_body_and_surplus); reference/implementations/ctvs2/onchain/validators/claim_test.ak:128 (surplus_lovelace_cannot_pay_delivery_fee); reference/implementations/ctvs2/onchain/validators/state_test.ak:191 (zero_net_batch_runs_state_and_both_request_handlers),retained_test,Equivalent examples are represented across distinct tests; the exact printed numeric set is not all replayed as signed transactions.,,Retain a paper-example corpus with separate expected arithmetic and exact signed trace results.
C2-079,CTVS-2,9.11; 10.1; 10.2; 10.4; 10.5,71; 72; 73,"Managed NAV, lending/ALM deployment, report sequencing, liabilities and real protocol authorization require their own implementation.",extension,out_of_scope,reference/implementations/ctvs2/onchain/lib/ctvs2/state.ak:13; reference/README.md:74,,source,"No managed State, NAV reporter or strategy adapter exists in profile 0.",Reference validation makes no claim about invested-vault support or recovery from downstream protocols.,Implement and independently verify one pinned managed lifecycle before advertising managed conformance.
C2-080,CTVS-2,10.3; 11.1,72; 73; 74,Pending assets cannot be deployed downstream while still advertised as freely refundable escrow.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:87; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:281; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:297,,source,No in-flight transition exists; allowed Request spends are fixed recovery or full funded settlement.,,Add a negative attempt to spend a pending Request into an arbitrary strategy output; integration disclosures must remain explicit.
C2-081,CTVS-2,11.1,74,"Epoch pricing, partial fills, unfunded tickets, transferable Claims and arbitrary routes are deferred extensions.",extension,out_of_scope,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:210; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:56; reference/README.md:74,,source,These features are absent and no optional request field enables them.,,"Require distinct reviewed ownership/recovery, encoding and complete allocation before any future extension."
C2-082,CTVS-2,11.2,74,Native inventory accounting needs a separate authenticated issuance/extinction mapping; profile 0 remains mint/burn.,extension,out_of_scope,reference/packages/onchain/lib/ctvs/state_core.ak:72; reference/implementations/ctvs2/client/src/batch.ts:116,,source,Only coupled native mint/burn is implemented; no inventory adapter is advertised.,,Do not infer inventory support from zero-net batch handling.
C2-083,CTVS-2,11.4,74,"Existing Terms, fees, destinations and funded-claim property cannot silently change through governance or migration.",profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:39; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:199; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:49; reference/implementations/ctvs2/onchain/lib/ctvs2/state.ak:13,reference/testing/integration/ctvs2/guards.test.ts:9 (rejects rewritten Claim recipients and missing settler authorization); reference/implementations/ctvs2/onchain/validators/lifecycle_test.ak:182 (actual_config_lock_has_no_spend_or_reserve_recovery_branch),retained_test,Immutable commitment and exact claims are enforced; there is no governance/migration action.,,Add stale/mutated Terms and funded-claim repricing negatives independently of existing recipient tests.
C2-084,CTVS-2,13.2; 13.3,78,Batch conservation and rounding must not dilute adjusted price under unchanged external valuation.,profile0,partial,reference/packages/onchain/lib/ctvs/math.ak:21; reference/packages/onchain/lib/ctvs/math.ak:44; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:470,reference/packages/onchain/lib/tests/math_properties.ak:161 (mixed_snapshot_accounting_preserves_underlying_and_supply),retained_test,Conservation and single-operation rounding properties exist. The cited mixed property checks conservation but does not directly assert equation 13 for arbitrary multi-request batches.,The general batch non-dilution statement lacks a direct retained property/refinement proof.,Add independent multi-request equation 13 and non-dilution properties over feasible bounded batches.
C2-085,CTVS-2,13.4; 13.5,79,"Funded Claim delivery must remain independent of later solvency, controller and original settler, subject to actual construction feasibility.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:69; reference/implementations/ctvs2/client/src/delivery.ts:15,reference/implementations/ctvs2/onchain/validators/claim_test.ak:98 (delivers_all_actual_assets_across_vaults_without_state_or_config),retained_test,Q has no mutable-vault dependencies; source accepts key funding from anyone.,,Add signed third-party delivery with controller/settler absent and intervening State activity; network inclusion is not guaranteed.
C2-086,CTVS-2,13.6,79,"Recovery noninterference, complete branch coupling and exclusive delivery must hold together with economics for the same covered sources.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:85; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:185; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:416; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:49; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:93,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:468 (batch_rejects_cancellation_as_acknowledgment); reference/testing/integration/ctvs2/guards.test.ts:38 (requires all actual Q inputs to agree on one complete delivery list),retained_test,Relevant predicates are implemented jointly rather than as disconnected semantic helpers.,,A complete refinement argument and broader balanced adversarial corpus are still absent.
C2-087,CTVS-2,14.1,80,"Keep economic asset fees, execution reward, budget, storage and externally funded transaction costs distinct; recovery/delivery have zero protocol reward.",profile0,aligned,reference/implementations/ctvs2/client/src/batch.ts:150; reference/implementations/ctvs2/client/src/requests.ts:35; reference/implementations/ctvs2/client/src/recovery.ts:39; reference/implementations/ctvs2/client/src/delivery.ts:26,"reference/implementations/ctvs2/client/test/requests-batch.test.ts:66 (port: per-request fee, carried ADA, reward signer and both acknowledgment links)",retained_test,Planner effects separate asset fees and settler reward; exact property preservation forbids paying recovery fee from escrow.,,Expose those distinctions in a user-facing response contract; current plans mark network fee unknown.
C2-088,CTVS-2,14.2; 14.4,80; 81,"Benchmark increasing batch sizes, worst-case destinations, witnesses and actual parameter limits before release.",acceptance,partial,reference/VALIDATION.md:49; reference/VALIDATION.md:71; docs/reviews/2026-09-18-whitepaper-conformance/evidence/integration-probes.json:15; docs/reviews/2026-09-18-whitepaper-conformance/evidence/delivery-capacity.json:1,docs/reviews/2026-09-18-whitepaper-conformance/probes/integration-probes.ts:20 (batch resource sweep; root-executed); docs/reviews/2026-09-18-whitepaper-conformance/probes/delivery-capacity.ts:15 (signed delivery capacity sweep; root-executed),executed_probe,"New root-executed local signed probes cover ADA/native backing with key or 512-byte script-datum receivers. Sizes 1, 2, 4, 5, 6, 7 pass in every sampled shape; size 8 fails the 14 M memory ceiling. The script/native 7-request case uses 13,898,477 memory. This is a restricted deposit-only sample, not worst-case capacity certification; 16 was not attempted after 8 failed. Separate native-share Claim delivery samples to key or script512 recipients accept 1, 4 and 5 Claims; 6, 7 and 8 fail the 14M memory ceiling. Size 16 fails builder size before signed evaluation: 18,324 bytes for key recipients and 26,964 for script512. The adapter attaches Q.",The structural caps of 16 are not demonstrated executable capacity. Eight ordinary sampled Requests exceed local memory; six sampled Claims exceed memory and sixteen exceed builder size with Q attached.,"Retain these measurements and extend to mixed/redeem batches, maximum allowed datum/credential/key/integer/asset shapes, reference-script delivery and target-node parameters. Do not treat sampled maxima 7 and 5 as universal safe capacities."
C2-089,CTVS-2,14.2,80,Reject excessive supported request/destination data before an SDK user locks funds.,profile0,aligned,reference/implementations/ctvs2/client/src/requests.ts:18; reference/packages/protocol/src/wire/requests.ts:81; reference/packages/onchain/lib/ctvs/validation.ak:158,reference/packages/protocol/tests/wire.test.ts:235 (keeps cancellation recovery available for unsupported and oversized economic bodies),retained_test,SDK creation validates supported bounded data; raw third-party output creation remains unrestricted by a spending script.,,Do not advertise all schema-valid outputs as necessarily resource-feasible; measure complete supported transactions.
C2-090,CTVS-2,14.4; 15.3,81; 82,Evaluate actual signed transaction bytes and required witnesses with real context instead of promoting synthetic semantic inputs to ledger proof.,acceptance,partial,reference/testing/ledger/recorder.ts:49; reference/testing/ledger/evaluator.ts:127,reference/testing/integration/ctvs2/lifecycle.test.ts:14 (settles deposits and redemptions into authenticated funded Claims),retained_test,"Local signed CBOR is checked, including witnesses, declared budgets and actual Plutus execution. Full cardano-node phase 1 is not exercised.",Local acceptance cannot establish public-network acceptance or every ledger prerequisite.,Run equivalent node-backed traces with a named era and parameter snapshot.
C2-091,CTVS-2,15.1 A-01,81,Demonstrate multiple independent request creations without consuming State.,acceptance,aligned,reference/implementations/ctvs2/client/src/requests.ts:30; reference/testing/integration/ctvs2/guards.test.ts:40,reference/testing/integration/ctvs2/guards.test.ts:38 (requires all actual Q inputs to agree on one complete delivery list),retained_test,Two funded deposit Requests precede one settlement in the signed local fixture.,,Add concurrent independent wallets and explicit unchanged State reference assertions.
C2-092,CTVS-2,15.1 A-02,81,Demonstrate ADA/native/share funding partitions and malformed request rejection.,acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:174; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:281,reference/testing/integration/ctvs2/lifecycle.test.ts:14 (settles deposits and redemptions into authenticated funded Claims); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:590 (unsupported_economics_are_rejected_by_batch_single_decode),retained_test,Both backing assets and both request kinds execute locally; malformed economic constructor is rejected natively.,,Complete the compiled malformed-value and each-field matrix; do not substitute SDK rejection for script rejection.
C2-093,CTVS-2,15.1 A-03,81,Demonstrate actual controller key witnesses separately from capability extension guards.,acceptance,partial,reference/testing/ledger/recorder.ts:65; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:71,reference/testing/integration/ctvs2/lifecycle.test.ts:42 (recovers unsupported economics with controller cancellation and permissionless expiry),retained_test,Positive controller cancellation and another-wallet expiry have signatures; missing-controller negative is a predicate test.,,Add cryptographic missing/incorrect controller witness rejection through node-backed validation; capability profile remains out of scope.
C2-094,CTVS-2,15.1 A-04,81,"Demonstrate full-only settlement rejects omitted sources, duplicate refs and hidden remainder.",acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:281; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:416,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:492 (batch_rejects_omitted_consumed_request); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:615 (batch_traversal_rejects_duplicate_request_with_distinct_claims),retained_test,Omission and duplicate cases exist; no dedicated balanced hidden-remainder transaction is retained.,,Add compiled partial-fill/remainder attempts and complete signed rejection evidence.
C2-095,CTVS-2,15.1 A-05,81,"Demonstrate mixed snapshot pricing, wrong checkpoint rejection and per-request fee rounding.",acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:199; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:215; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:238,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:417 (mixed_batch_uses_one_old_snapshot_despite_rounding); docs/reviews/2026-09-18-whitepaper-conformance/probes/c2-semantic-examples.ts:24 (section 9 mixed snapshot example),retained_test,Mixed arithmetic is covered; no signed mixed wrong-State-basis corpus or split-fee-versus-aggregate compiled fixture is retained.,,Add those three independently expected economic vectors at the transaction layer.
C2-096,CTVS-2,15.1 A-06,81,Demonstrate gross supply conservation and zero-net mint without relying on mint-policy execution.,acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:450; reference/packages/onchain/lib/ctvs/state_core.ak:79,reference/implementations/ctvs2/onchain/validators/state_test.ak:191 (zero_net_batch_runs_state_and_both_request_handlers); reference/implementations/ctvs2/onchain/validators/state_test.ak:210 (zero_net_batch_rejects_missing_gross_claim),retained_test,Native entrypoint contexts establish gross checks; no retained signed mixed zero-net transaction exists.,,Construct and submit a zero-net batch from authentic prior Requests with final signed evaluation.
C2-097,CTVS-2,15.1 A-07,81,"Demonstrate same-receiver allocation, repeated-index rejection and no overlapping reserves.",acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:350; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:95,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:505 (batch_rejects_shared_claim_index); reference/implementations/ctvs2/onchain/validators/claim_test.ak:139 (same_receiver_still_requires_separate_output_allocations),retained_test,Repeated indices are tested in settlement and delivery. Full reserve-overlap mutation coverage remains incomplete.,,Add balanced reserve theft and Claim/reward collision transaction vectors.
C2-098,CTVS-2,15.1 A-08,81,"Demonstrate exact funded immutable Claims, including wrong asset/quantity/datum rejection and no delivery repricing/mint.",acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:295; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:297; reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:97,reference/testing/integration/ctvs2/guards.test.ts:9 (rejects rewritten Claim recipients and missing settler authorization); reference/implementations/ctvs2/onchain/validators/claim_test.ak:205 (delivery_cannot_mint_even_unrelated_assets),retained_test,Recipient and mint negatives exist; independent wrong asset/quantity and all credential/datum shapes are not all retained.,,Add the missing compiled field/value mutation matrix and delayed-delivery history.
C2-099,CTVS-2,15.1 A-09,81,Demonstrate exact deadline boundaries and cancellation/settlement races.,acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:23; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:69; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:200,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:531 (settlement_upper_bound_at_deadline_is_valid); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:151 (expiry_boundary_is_permissionless_at_deadline),retained_test,Boundary predicate tests and one local expiry trace exist; races and node-backed slot conversion do not.,,Add competing spends and target-node interval edge tests.
C2-100,CTVS-2,15.1 A-10,81,Demonstrate unauthorized operators fail and authorized operators cannot violate economics.,acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:418; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:275,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:573 (settler_keyset_is_enforced); reference/testing/integration/ctvs2/guards.test.ts:9 (rejects rewritten Claim recipients and missing settler authorization),retained_test,KeySet membership negative is native context; signed economic recipient mutation and missing required signer are rejected.,,Add fully signed authorized-KeySet economic attack and unauthorized-KeySet transaction cases.
C2-101,CTVS-2,15.1 A-11,81,Demonstrate fixed delivery with controller/batcher offline and multi-Claim output uniqueness.,acceptance,partial,reference/implementations/ctvs2/onchain/lib/ctvs2/claim.ak:69,reference/testing/integration/ctvs2/guards.test.ts:38 (requires all actual Q inputs to agree on one complete delivery list); reference/implementations/ctvs2/onchain/validators/claim_test.ak:139 (same_receiver_still_requires_separate_output_allocations),retained_test,"No signer is required by Q; signed multi-Claim success exists, but a distinct third-party delivery/offline-role scenario is not retained.",,Use another wallet to deliver authentic Claims while all original roles are absent.
C2-102,CTVS-2,15.1 A-12,81,"Managed NAV/liability conformance needs stale-report, overlap and post-report-flow evidence.",extension,out_of_scope,reference/README.md:74,,source,No managed profile is claimed or implemented.,,Keep this requirement open for a future managed mapping rather than marking it passed by direct-custody tests.
C2-103,CTVS-2,15.1 A-13,81,"Demonstrate settlement rollback, delivery-only rollback and competing replacement histories.",acceptance,missing,reference/VALIDATION.md:72,,external_gate,No production lifecycle indexer or retained rollback/replay corpus exists.,Authenticated async history cannot yet be reconstructed robustly across reorganizations.,Implement coherent lifecycle projection and branch-replay tests; detailed interface review belongs to the root integration report.
C2-104,CTVS-2,15.1 A-14,82,"Demonstrate measured worst-case batches, datums, reserves, fees and witnesses.",acceptance,partial,reference/VALIDATION.md:49; reference/VALIDATION.md:71; docs/reviews/2026-09-18-whitepaper-conformance/evidence/integration-probes.json:15; docs/reviews/2026-09-18-whitepaper-conformance/evidence/delivery-capacity.json:1,docs/reviews/2026-09-18-whitepaper-conformance/probes/integration-probes.ts:20 (batch resource sweep; root-executed); docs/reviews/2026-09-18-whitepaper-conformance/probes/delivery-capacity.ts:15 (signed delivery capacity sweep; root-executed),executed_probe,"New root-executed local signed probes cover ADA/native backing with key or 512-byte script-datum receivers. Sizes 1, 2, 4, 5, 6, 7 pass in every sampled shape; size 8 fails the 14 M memory ceiling. The script/native 7-request case uses 13,898,477 memory. This is a restricted deposit-only sample, not worst-case capacity certification; 16 was not attempted after 8 failed. Separate native-share Claim delivery samples to key or script512 recipients accept 1, 4 and 5 Claims; 6, 7 and 8 fail the 14M memory ceiling. Size 16 fails builder size before signed evaluation: 18,324 bytes for key recipients and 26,964 for script512. The adapter attaches Q.",The structural caps of 16 are not demonstrated executable capacity. Eight ordinary sampled Requests exceed local memory; six sampled Claims exceed memory and sixteen exceed builder size with Q attached.,"Retain these measurements and extend to mixed/redeem batches, maximum allowed datum/credential/key/integer/asset shapes, reference-script delivery and target-node parameters. Do not treat sampled maxima 7 and 5 as universal safe capacities."
C2-105,CTVS-2,15.1 A-15; 15.5,82; 83,"Two independent decoders, builders and indexers must agree on authenticated transaction histories.",acceptance,missing,reference/VALIDATION.md:69; reference/VALIDATION.md:70; reference/VALIDATION.md:72,,external_gate,There is one public planning implementation and one local Lucid ledger adapter; CLI parameter comparison is not an independent transaction builder or indexer.,Independent interoperability acceptance is not closed.,A separate author/toolchain must reconstruct real histories and effects without calling these builders.
C2-106,CTVS-2,15.2; 16; Appendix A,82; 83; 84; 85,Historical publication/model/wire evidence and preserved source-bundle claims must not be promoted into new execution certification.,acceptance,partial,reference/VALIDATION.md:7; reference/VALIDATION.md:55,,source,Current validation differentiates local execution from historic evidence. Original candidate-wire and assurance register artifacts remain unavailable.,Exact historical fixture reconciliation and evidence-register closure cannot be claimed.,Obtain the referenced source bundle and compare its byte-level fixtures and requirement registers independently.
C2-107,CTVS-2,15.3; 13.6,79; 82,"Prove a real-transaction projection from ledger prerequisites plus compiled acceptance to all applicable CTVS requirements, with intended negative failure reasons.",acceptance,partial,reference/implementations/ctvs2/onchain/validators/vault.ak:19; reference/testing/ledger/recorder.ts:129,reference/testing/integration/ctvs2/guards.test.ts:9 (rejects rewritten Claim recipients and missing settler authorization),retained_test,"Entry points inspect actual contexts and negative tests must reach evaluator, but reaching an evaluator failure alone does not identify its precise semantic predicate. No complete refinement proof exists.",Passing examples and high TypeScript coverage do not establish universal soundness.,Record predicate-specific counterexamples/traces and provide independent model-to-validator refinement evidence.
C2-108,CTVS-2,15.4,82; 83,"Execute the full declared acceptance trace including authenticated deployment, requests, mixed/zero-net settlement, script destinations, recovery, maintenance and external interoperability.",acceptance,partial,reference/testing/integration/ctvs2/lifecycle.test.ts:14; reference/testing/integration/ctvs2/guards.test.ts:38; reference/VALIDATION.md:55,reference/testing/integration/ctvs2/lifecycle.test.ts:14 (settles deposits and redemptions into authenticated funded Claims); reference/testing/integration/ctvs2/lifecycle.test.ts:42 (recovers unsupported economics with controller cancellation and permissionless expiry); docs/reviews/2026-09-18-whitepaper-conformance/probes/delivery-capacity.ts:15 (signed delivery to script512 recipient; root-executed),retained_test,"Local ADA/native sequential lifecycle, maintenance, recovery and multi-Claim paths exist; new root probes add deposit-only batch sizes through 7 and final Claim delivery to key and script512 receivers through 5. The async family deliberately lacks direct deposit. Signed mixed zero-net, node-backed, independent-builder and rollback portions remain open.",The combined trace printed in the paper cannot be completed inside this single async-only family.,State the family-specific trace substitution explicitly and complete all remaining applicable acceptance legs.
C2-109,CTVS-2,15.5; 2.5,53; 83,Script-controlled protocol users and real managed integrations need their actual guards and successor tests.,extension,out_of_scope,reference/README.md:74,,source,Sending to a script destination is supported but does not demonstrate that script-controller capability or managed integration.,,Implement real pinned integrations before making those separately scoped claims.
W-001,CTVS-1,10.1; 10.2,28; 29,"Identify the wire by bytes 43545653, integer version 2 and profile 0; economic Q values use exact integers in 0..2^63-1 and JSON amounts use decimal strings.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:21; reference/packages/protocol/src/wire/primitives.ts:59; reference/packages/protocol/src/math/integer.ts:1; reference/packages/protocol/src/data/value.ts:50; reference/packages/onchain/lib/ctvs/validation.ak:17,"reference/packages/onchain/lib/tests/validation_test.ak:100 (quantity_bounds_are_exact); reference/packages/protocol/tests/wire.test.ts:170 (rejects magic, version, wrong role and recursive option or scalar shapes); reference/packages/protocol/tests/data.test.ts:145 (preserves every Data variant without coercion)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-002,CTVS-1,10.1,29,"Credential is C0[B28] for a key or C1[B28] for a script; Controller is only C0[B28], without script-controller alternatives.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:63; reference/packages/protocol/src/wire/requests.ts:28; reference/packages/onchain/lib/ctvs/wire.ak:16; reference/packages/onchain/lib/ctvs/validation.ak:262,reference/packages/onchain/lib/tests/validation_test.ak:355 (decoder_rejects_nested_wrong_credential_type_and_arity); reference/packages/onchain/lib/tests/validation_test.ak:528 (scoped_request_decoder_rejects_malformed_recovery_controller),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-003,CTVS-1,10.1,29,Options are exactly Some C0[value] or None C1[] wherever nested; extra or missing fields do not become ignored extensions.,profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:27; reference/packages/protocol/src/wire/primitives.ts:52; reference/packages/onchain/lib/ctvs/decode.ak:14,"docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:25 (recursive extra-field rejection corpus across Terms, Config, State, Request and Claim)",executed_probe,"All 49 constructor append mutations in the fresh representative record corpus were rejected, including nested options. This is a finite corpus, not exhaustive enumeration.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-004,CTVS-1,10.1,29,"Address is C0[Credential, Option<C0[Credential]>]; preserve payment and staking credentials and reject pointer or bootstrap address forms.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:79; reference/packages/onchain/lib/ctvs/validation.ak:64; reference/packages/onchain/lib/ctvs/ledger.ak:67,"reference/packages/onchain/lib/tests/validation_test.ak:161 (addresses_reject_pointer_and_short_credentials); reference/packages/protocol/tests/wire.test.ts:267 (rejects pointer staking, wrong credentials and excessive opaque data)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
